CursusID,VestCode,Nr admgrp,Opl,Cursustype,Code,Naam,Uitwisselingscodes,Sem.,Begindatum,Einddatum,Registratiedatum,AtlLT,AtlContact,AtlIndArbeid,AtlDelib,Lesdagen,Lokaal,Lesgever,Atl 3'den,Atl HvN,IC,HIC,Max,IG,Kost,Fin. bron,Minprocent,Opmerking,Delibdatum1,Delibdatum2,Boekjaar1,Boekjaar2,Gecreëerd,Coördinatoren,Organisatievorm,Nr eenheden
34544,1530,38,Behanger,C,M1611A120000453,JR-Behanger 1 ma(av) STOP - UITSCHRIJVEN,20161231,1,01-09-16,30-06-17,05-12-16,40,40,0,0,,Schilder,Opdekamp Dave,0,0,1,1,12,60,00,0,00,Decretaal,50,,,,0,00,0,00,21-05-16 11:08,,Volledig contactonderwijs,100413
34537,1530,38,Behanger,C,M1611N120000446,JR-Behanger 1 ma(nm) Behangwerk,20161224,1,01-09-16,30-06-17,05-12-16,80,80,0,0,ma (nm),Schilder,Opdekamp Dave,0,0,0,0,12,120,00,0,00,Decretaal,50,,,,0,00,0,00,21-05-16 10:40,,Volledig contactonderwijs,100414
34536,1530,38,Behanger,C,M1611N120000445,JR-Behanger 1 ma(nm) STOP - UITSCHRIJVEN,20161223,1,01-09-16,30-06-17,05-12-16,40,40,0,0,,Schilder,Opdekamp Dave,0,0,0,0,12,60,00,0,00,Decretaal,50,,,,0,00,0,00,21-05-16 10:39,,Volledig contactonderwijs,100413
34556,1530,38,Behanger,C,M1614A120000465,JR-Behanger 2 do(av) Complex Behangwerk,20161243,1,01-09-16,30-06-17,08-12-16,120,120,0,0,do (av),Schilder,Opdekamp Dave,0,0,0,0,12,180,00,0,00,Decretaal,50,,,,0,00,0,00,21-05-16 11:44,,Volledig contactonderwijs,100415
34547,1530,38,Behanger,C,M1611A120000456,JR-Behanger 2 ma(av) Complex Behangwerk,20161234,1,01-09-16,30-06-17,05-12-16,120,120,0,0,ma (av),Schilder,Opdekamp Dave,0,0,2,2,12,180,00,0,00,Decretaal,50,,,,0,00,0,00,21-05-16 11:22,,Volledig contactonderwijs,100415
34538,1530,38,Behanger,C,M1611N120000447,JR-Behanger 2 ma(nm) Complex Behangwerk,20161225,1,01-09-16,30-06-17,05-12-16,120,120,0,0,ma (nm),Schilder,Opdekamp Dave,0,0,2,2,12,180,00,0,00,Decretaal,50,,,,0,00,0,00,21-05-16 10:44,,Volledig contactonderwijs,100415
34546,1530,38,Behanger,C,M1611A120000455,S1-Behanger 1 ma(av) Behangwerk,20161233,1,01-09-16,30-06-17,05-12-16,80,80,0,0,ma (av),Schilder,Opdekamp Dave,0,0,1,1,12,120,00,0,00,Decretaal,50,,,,0,00,0,00,21-05-16 11:19,,Volledig contactonderwijs,100414
34469,1530,46,Bierkenner,C,M1614A120000360,S1 do(av) Algemene bierkennis,20161158,1,01-09-16,29-01-17,13-10-16,80,80,0,0,do (av),Keuken,Geebelen Greet,0,0,7,7,17,120,00,80,00,Decretaal,50,,,,0,00,0,00,19-05-16 15:10,,Volledig contactonderwijs,100483
34920,1530,48,Binnenschr,C,M1614A120000788,JR wo(av) Plaatsing trappen,20161726,1,01-09-16,30-06-17,01-12-16,40,40,0,0,wo (av),Houthal,Luyten Etienne,0,0,2,2,16,60,00,0,00,Decretaal,50,,,,0,00,0,00,07-06-16 19:12,,Volledig contactonderwijs,100494
34919,1530,48,Binnenschr,C,M1613A120000787,JR wo(av) Rechte en bordestrappen,20161725,1,01-09-16,30-06-17,08-12-16,120,120,0,0,wo (av),Houthal,Luyten Etienne,0,0,2,2,16,180,00,0,00,Decretaal,50,,,,0,00,0,00,07-06-16 19:04,,Volledig contactonderwijs,100496
